latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
44.83036,-70.06482,303.05,0.32,0.55,2021-11-24,05:54,N,nominal,2.0NRT,264.77,0.64,N
45.83462,-73.25355,311.47,0.46,0.64,2021-11-24,05:54,N,nominal,2.0NRT,266.92,2.16,N
40.89466,-77.71328,305.72,0.74,0.76,2021-11-24,05:57,N,nominal,2.0NRT,268.51,2.5,N
40.15174,-74.76884,298.43,0.51,0.66,2021-11-24,05:57,N,nominal,2.0NRT,269.07,0.87,N
40.89267,-77.71654,296.51,0.74,0.76,2021-11-24,05:57,N,nominal,2.0NRT,267.18,2.9,N
39.93885,-76.81833,299.97,0.66,0.73,2021-11-24,05:57,N,nominal,2.0NRT,269.38,1.26,N
36.35476,-76.81131,309.08,0.63,0.72,2021-11-24,05:59,N,nominal,2.0NRT,272.57,2.26,N
36.35249,-76.80859,313.06,0.63,0.72,2021-11-24,05:59,N,nominal,2.0NRT,271.32,3.45,N
21.30577,-77.7728,306.44,0.54,0.68,2021-11-24,06:01,N,nominal,2.0NRT,288.08,2.64,N
18.92762,-70.3531,344.97,0.52,0.41,2021-11-24,06:01,N,nominal,2.0NRT,293.11,12.54,N
18.01203,-76.85156,301.54,0.43,0.62,2021-11-24,06:01,N,nominal,2.0NRT,284.7,0.95,N
18.68647,-68.46308,309.99,0.42,0.38,2021-11-24,06:01,N,nominal,2.0NRT,289.03,0.86,N
21.30202,-77.76895,308.72,0.54,0.68,2021-11-24,06:01,N,nominal,2.0NRT,288.05,1.21,N
21.30833,-77.76839,313.84,0.54,0.68,2021-11-24,06:01,N,nominal,2.0NRT,288.21,2.08,N
21.30534,-77.76746,314.75,0.54,0.68,2021-11-24,06:01,N,nominal,2.0NRT,288.16,2.13,N
40.48211,-74.32204,312.26,0.32,0.55,2021-11-24,07:35,N,nominal,2.0NRT,270.06,0.86,N
41.75074,-81.2828,297.06,0.44,0.39,2021-11-24,07:35,N,nominal,2.0NRT,271.92,0.84,N
40.89233,-77.70992,318.42,0.43,0.46,2021-11-24,07:35,N,nominal,2.0NRT,269.97,2.54,N
40.15539,-74.76999,306.82,0.62,0.54,2021-11-24,07:35,N,nominal,2.0NRT,272.31,1.38,N
41.46204,-81.67593,318.81,0.43,0.38,2021-11-24,07:35,N,nominal,2.0NRT,260.14,1.63,N
41.4586,-81.67707,307.47,0.43,0.38,2021-11-24,07:35,N,nominal,2.0NRT,258.53,1.63,N
41.21741,-80.51231,299.12,0.48,0.4,2021-11-24,07:35,N,nominal,2.0NRT,268,0.85,N
42.31782,-88.02806,305.8,0.43,0.38,2021-11-24,07:35,N,nominal,2.0NRT,272.96,0.66,N
39.93937,-76.81282,302.81,0.5,0.49,2021-11-24,07:35,N,nominal,2.0NRT,270.14,1.42,N
41.22611,-83.20732,306.44,0.4,0.37,2021-11-24,07:35,N,nominal,2.0NRT,272.21,1.34,N
45.83814,-73.25046,311.55,0.52,0.5,2021-11-24,07:35,N,nominal,2.0NRT,267.79,2.35,N
47.07756,-79.82703,295.56,0.42,0.38,2021-11-24,07:35,N,nominal,2.0NRT,268.29,1.03,N
41.42874,-82.26481,301.87,0.42,0.38,2021-11-24,07:35,N,nominal,2.0NRT,267.95,1.14,N
43.27512,-79.7933,298.43,0.47,0.4,2021-11-24,07:35,N,nominal,2.0NRT,277.73,1.46,N
43.27386,-79.80605,295.99,0.47,0.4,2021-11-24,07:35,N,nominal,2.0NRT,273.6,1.16,N
43.2703,-79.8074,304.25,0.47,0.4,2021-11-24,07:35,N,nominal,2.0NRT,272.71,1.16,N
43.26674,-79.80872,313.93,0.47,0.4,2021-11-24,07:35,N,nominal,2.0NRT,272.71,1.89,N
43.26318,-79.81005,323.9,0.47,0.4,2021-11-24,07:35,N,nominal,2.0NRT,273.51,1.89,N
