latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
43.26169,-79.8131,317.5,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.63,1.72,N
42.28329,-83.11559,313.57,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.59,1.83,N
42.29025,-83.16712,304.11,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.74,1.87,N
42.29721,-83.17563,304.19,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.18,2.2,N
42.79868,-80.10413,301.01,0.48,0.65,2021-10-11,06:20,N,nominal,2.0NRT,285.27,2.66,N
42.80456,-80.09757,319.97,0.48,0.65,2021-10-11,06:20,N,nominal,2.0NRT,286.33,3.36,N
42.80473,-80.10369,318.82,0.48,0.65,2021-10-11,06:20,N,nominal,2.0NRT,285.6,2.66,N
42.81061,-80.09717,296.76,0.48,0.65,2021-10-11,06:20,N,nominal,2.0NRT,284.85,1.42,N
42.81078,-80.10326,309.33,0.48,0.65,2021-10-11,06:20,N,nominal,2.0NRT,284.81,1.6,N
43.25956,-79.80692,299.34,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,278.75,2.38,N
43.25974,-79.81286,306.62,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,283.86,3.1,N
43.26554,-79.80656,303.89,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.36,2.51,N
43.26572,-79.81249,300.52,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.85,3.57,N
43.27151,-79.80616,308.36,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,285.24,2.51,N
43.27133,-79.80028,320.84,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.49,2.51,N
43.26154,-79.80714,302.12,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,281.07,1.72,N
42.29851,-83.17256,306.08,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.11,1.53,N
43.26752,-79.80676,300.9,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.92,1.72,N
43.27319,-79.79459,298.33,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,283.28,2.27,N
43.2735,-79.80637,303.75,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,285.03,3.49,N
43.27335,-79.80048,326.46,0.47,0.64,2021-10-11,06:20,N,nominal,2.0NRT,284.59,2.27,N
45.11011,-73.00971,299.84,0.45,0.47,2021-10-11,06:20,N,nominal,2.0NRT,283.85,0.56,N
45.27956,-66.01733,296.07,0.39,0.36,2021-10-11,06:20,N,nominal,2.0NRT,281.84,0.9,N
39.48272,-84.3884,308.15,0.77,0.77,2021-10-11,06:20,N,nominal,2.0NRT,288.28,1.74,N
39.58448,-81.68087,296.76,0.55,0.68,2021-10-11,06:20,N,nominal,2.0NRT,283.6,0.57,N
39.5858,-81.68131,295.51,0.55,0.68,2021-10-11,06:20,N,nominal,2.0NRT,283.66,0.57,N
40.39227,-79.85505,310.78,0.45,0.63,2021-10-11,06:20,N,nominal,2.0NRT,279.34,1.94,N
40.56965,-83.14011,298.11,0.67,0.73,2021-10-11,06:20,N,nominal,2.0NRT,286.63,0.58,N
40.71228,-84.13864,304.38,0.75,0.77,2021-10-11,06:20,N,nominal,2.0NRT,278.27,1.33,N
41.46925,-83.36479,301.05,0.69,0.74,2021-10-11,06:20,N,nominal,2.0NRT,282.72,1.33,N
41.46931,-83.37346,296.67,0.69,0.74,2021-10-11,06:20,N,nominal,2.0NRT,279.68,0.97,N
41.45266,-81.67783,318.69,0.57,0.69,2021-10-11,06:20,N,nominal,2.0NRT,284.18,2.59,N
41.45914,-81.67764,312.78,0.57,0.69,2021-10-11,06:20,N,nominal,2.0NRT,283.3,2.35,N
41.46715,-83.36837,313.24,0.69,0.74,2021-10-11,06:20,N,nominal,2.0NRT,283.19,3.64,N
41.45252,-81.67949,320.36,0.57,0.69,2021-10-11,06:20,N,nominal,2.0NRT,283.65,3.27,N
41.459,-81.67925,312.7,0.57,0.69,2021-10-11,06:20,N,nominal,2.0NRT,283.64,2.93,N
41.56693,-84.04464,297.22,0.75,0.77,2021-10-11,06:20,N,nominal,2.0NRT,282.45,2.23,N
41.56822,-84.04569,299.09,0.75,0.77,2021-10-11,06:20,N,nominal,2.0NRT,283.65,2.37,N
42.2843,-83.11254,306.36,0.67,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.75,1.24,N
42.29151,-83.16403,301.26,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.06,2.33,N
42.29155,-83.17269,299.69,0.68,0.74,2021-10-11,06:20,N,nominal,2.0NRT,288.15,1.53,N
38.59792,-82.8251,298.6,0.63,0.72,2021-10-11,06:22,N,nominal,2.0NRT,288.32,0.96,N
38.59809,-82.83267,300.67,0.63,0.72,2021-10-11,06:22,N,nominal,2.0NRT,288.37,1.58,N
38.59372,-82.83434,298.54,0.63,0.72,2021-10-11,06:22,N,nominal,2.0NRT,287.76,0.58,N
38.60033,-82.82643,298.58,0.63,0.72,2021-10-11,06:22,N,nominal,2.0NRT,288.37,0.99,N
38.83494,-84.24212,313.13,0.75,0.77,2021-10-11,06:22,N,nominal,2.0NRT,288.39,2.29,N
38.83745,-84.24039,301.73,0.75,0.77,2021-10-11,06:22,N,nominal,2.0NRT,288.26,1.46,N
33.96133,-81.05526,301.59,0.47,0.64,2021-10-11,06:22,N,nominal,2.0NRT,288.86,0.66,N
33.96397,-81.05401,309.46,0.47,0.64,2021-10-11,06:22,N,nominal,2.0NRT,288.95,1.12,N
34.15015,-79.56271,299.96,0.38,0.59,2021-10-11,06:22,N,nominal,2.0NRT,288.62,0.74,N
34.29874,-79.05238,301.15,0.36,0.57,2021-10-11,06:22,N,nominal,2.0NRT,288.51,0.71,N
35.50355,-80.33021,303.25,0.44,0.62,2021-10-11,06:22,N,nominal,2.0NRT,287.79,0.7,N
35.97773,-83.96188,304.25,0.7,0.75,2021-10-11,06:22,N,nominal,2.0NRT,288.09,1.75,N
37.38365,-80.66356,301.82,0.47,0.64,2021-10-11,06:22,N,nominal,2.0NRT,284.77,0.84,N
33.00446,-79.87905,300.33,0.39,0.59,2021-10-11,06:22,N,nominal,2.0NRT,288.65,0.73,N
33.01057,-79.88713,308.5,0.39,0.59,2021-10-11,06:22,N,nominal,2.0NRT,288.06,1.09,N
33.01611,-79.88655,315.13,0.39,0.59,2021-10-11,06:22,N,nominal,2.0NRT,288.22,1.09,N
33.96104,-81.05016,300.55,0.47,0.64,2021-10-11,06:22,N,nominal,2.0NRT,288.43,0.66,N
28.9585,-81.73357,302.88,0.46,0.64,2021-10-11,06:25,N,nominal,2.0NRT,287.27,0.54,N
30.06976,-83.52611,299.91,0.6,0.71,2021-10-11,06:25,N,nominal,2.0NRT,289.09,0.88,N
18.92448,-70.35352,305.98,0.41,0.37,2021-10-11,06:27,N,nominal,2.0NRT,291.75,16.86,N
18.92545,-70.35615,303.9,0.41,0.37,2021-10-11,06:27,N,nominal,2.0NRT,291.36,2.21,N
23.15196,-81.88254,302.98,0.41,0.61,2021-10-11,06:27,N,nominal,2.0NRT,291.13,1.47,N
18.92787,-70.35278,336.5,0.41,0.37,2021-10-11,06:27,N,nominal,2.0NRT,298.24,16.86,N
18.92481,-70.35231,329.49,0.41,0.37,2021-10-11,06:27,N,nominal,2.0NRT,291.75,2.21,N
42.28222,-83.10892,306.75,0.43,0.46,2021-10-11,07:58,N,nominal,2.0NRT,290.96,0.99,N
42.27753,-83.12772,304.71,0.43,0.46,2021-10-11,07:58,N,nominal,2.0NRT,290.34,0.78,N
41.75017,-81.2818,299.6,0.54,0.51,2021-10-11,07:58,N,nominal,2.0NRT,288.5,0.87,N
48.39922,-102.91694,320.39,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,277.85,3.61,N
48.39906,-102.91154,330.77,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,278.54,2.88,N
48.40191,-103.67417,301.77,0.42,0.61,2021-10-11,07:58,N,nominal,2.0NRT,275.49,0.65,N
48.40103,-102.91602,325.47,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,278.05,2.53,N
48.40084,-102.91064,322.31,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,278.11,2.53,N
48.40184,-103.67273,306.41,0.42,0.61,2021-10-11,07:58,N,nominal,2.0NRT,275.48,0.83,N
48.22602,-102.799,305.6,0.38,0.59,2021-10-11,07:58,N,nominal,2.0NRT,278.46,0.65,N
48.11438,-102.90575,296.46,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,279.34,0.43,N
48.06794,-102.83795,313.31,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,280.37,1.07,N
48.06845,-102.83869,309.87,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,279.84,0.85,N
48.06292,-102.83896,297.4,0.39,0.59,2021-10-11,07:58,N,nominal,2.0NRT,279.12,0.63,N
44.05256,-77.12039,300.86,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,283.11,1.31,N
47.97662,-102.4157,296.19,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,277.2,0.54,N
47.93616,-102.5259,298.7,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,278.57,0.52,N
47.91682,-102.4465,311.79,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,278.28,1.16,N
47.90581,-102.44221,295.38,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,277.69,0.49,N
47.87244,-102.42013,300.96,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,277.7,0.7,N
47.83773,-102.69564,298.34,0.38,0.59,2021-10-11,07:58,N,nominal,2.0NRT,278.49,0.49,N
47.59271,-102.46534,297.71,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,277.34,0.39,N
47.55759,-102.54335,303.08,0.37,0.58,2021-10-11,07:58,N,nominal,2.0NRT,278.86,0.77,N
45.07075,-83.40279,302.2,0.55,0.43,2021-10-11,07:58,N,nominal,2.0NRT,274.39,1.79,N
43.07047,-80.85849,299.57,0.53,0.5,2021-10-11,07:58,N,nominal,2.0NRT,277.94,0.99,N
43.07133,-80.85809,297.5,0.53,0.5,2021-10-11,07:58,N,nominal,2.0NRT,277.81,0.84,N
42.8163,-81.32695,301.71,0.51,0.49,2021-10-11,07:58,N,nominal,2.0NRT,287.53,0.72,N
42.7749,-84.52644,300.86,0.55,0.43,2021-10-11,07:58,N,nominal,2.0NRT,289.08,0.24,N
42.2958,-83.16895,323.71,0.43,0.46,2021-10-11,07:58,N,nominal,2.0NRT,290.69,2.25,N
42.28275,-83.11293,321.92,0.43,0.46,2021-10-11,07:58,N,nominal,2.0NRT,290.47,1.62,N
