latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46.04441,-73.14196,316.56,0.41,0.37,2022-01-03,06:44,N,nominal,2.0NRT,264.67,2.82,N
43.27379,-79.79486,336.92,0.45,0.47,2022-01-03,06:46,N,nominal,2.0NRT,272.85,2.86,N
43.27425,-79.80045,298.34,0.45,0.47,2022-01-03,06:46,N,nominal,2.0NRT,268.45,2.86,N
43.26175,-79.80814,319.17,0.45,0.47,2022-01-03,06:46,N,nominal,2.0NRT,267.41,3.76,N
42.81658,-80.09297,298.53,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,260.67,1.18,N
42.81221,-80.09366,298.03,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,262.11,1.51,N
42.80833,-80.10005,317.23,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,262.71,1.51,N
42.80785,-80.09436,303.73,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,264.86,1.51,N
42.80396,-80.10075,325.34,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,263.67,2.76,N
42.7996,-80.10147,327.64,0.46,0.47,2022-01-03,06:46,N,nominal,2.0NRT,264.26,2.76,N
42.29137,-83.16329,354.29,0.32,0.55,2022-01-03,06:46,N,nominal,2.0NRT,266.54,3.97,N
41.67422,-87.46453,297.35,0.53,0.67,2022-01-03,06:46,N,nominal,2.0NRT,264.49,1.86,N
41.67408,-87.45782,299.58,0.53,0.67,2022-01-03,06:46,N,nominal,2.0NRT,263.62,1.86,N
41.63615,-87.14645,307.92,0.51,0.66,2022-01-03,06:46,N,nominal,2.0NRT,268.41,3.04,N
41.63601,-87.13995,301.21,0.51,0.66,2022-01-03,06:46,N,nominal,2.0NRT,266.59,2.86,N
41.67129,-87.46091,312.66,0.53,0.67,2022-01-03,06:46,N,nominal,2.0NRT,264.28,3.14,N
41.63782,-87.14293,322.13,0.51,0.66,2022-01-03,06:46,N,nominal,2.0NRT,270.72,4.08,N
41.62555,-87.14996,297.41,0.51,0.66,2022-01-03,06:46,N,nominal,2.0NRT,263.16,1.41,N
41.6249,-87.37064,296.8,0.53,0.67,2022-01-03,06:46,N,nominal,2.0NRT,262.83,2.97,N
41.62539,-87.14355,312.42,0.51,0.66,2022-01-03,06:46,N,nominal,2.0NRT,265.45,1.41,N
25.85961,-80.34753,302.85,0.46,0.39,2022-01-03,06:50,N,nominal,2.0NRT,291.88,0.44,N
22.45541,-83.13859,302.02,0.39,0.44,2022-01-03,06:50,N,nominal,2.0NRT,291.17,0.38,N
21.68588,-77.55838,300.67,0.39,0.36,2022-01-03,06:50,N,nominal,2.0NRT,290.24,0.37,N
21.98446,-79.45257,300.65,0.4,0.37,2022-01-03,06:50,N,nominal,2.0NRT,288.81,0.54,N
21.98503,-79.45645,301.32,0.4,0.37,2022-01-03,06:50,N,nominal,2.0NRT,288.59,0.32,N
21.98784,-79.45201,307.29,0.4,0.37,2022-01-03,06:50,N,nominal,2.0NRT,288.67,0.54,N
22.18345,-80.52813,314.8,0.43,0.38,2022-01-03,06:50,N,nominal,2.0NRT,291.66,1.58,N
22.81135,-81.37206,301.76,0.48,0.4,2022-01-03,06:50,N,nominal,2.0NRT,290.2,0.41,N
23.15023,-81.88181,307.68,0.51,0.41,2022-01-03,06:50,N,nominal,2.0NRT,292.42,1.34,N
26.28784,-80.1646,305.6,0.46,0.39,2022-01-03,06:50,N,nominal,2.0NRT,291.55,0.53,N
18.92677,-70.35439,340.14,0.6,0.53,2022-01-03,06:52,N,nominal,2.0NRT,291.43,11.37,N
18.33896,-72.01272,301.19,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,284.43,1.78,N
18.34,-71.99467,296.81,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,281.74,0.95,N
18.34089,-71.99921,302.81,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,282.2,1.29,N
18.34175,-72.00365,305.85,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,283.36,1.29,N
18.3426,-72.008,311.05,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,284.12,2.1,N
18.42337,-70.42131,308.47,0.6,0.53,2022-01-03,06:52,N,nominal,2.0NRT,289.81,1.94,N
18.42443,-70.42658,309.14,0.6,0.53,2022-01-03,06:52,N,nominal,2.0NRT,289.46,1.94,N
18.42104,-70.42599,317.94,0.6,0.53,2022-01-03,06:52,N,nominal,2.0NRT,289.7,1.94,N
18.42607,-70.4258,303.04,0.6,0.53,2022-01-03,06:52,N,nominal,2.0NRT,288.82,1.94,N
18.66448,-69.18282,302.06,0.36,0.57,2022-01-03,06:52,N,nominal,2.0NRT,288.6,3.71,N
18.66376,-69.17937,348.74,0.36,0.57,2022-01-03,06:52,N,nominal,2.0NRT,289.9,4.58,N
18.66897,-69.17811,298.94,0.36,0.57,2022-01-03,06:52,N,nominal,2.0NRT,288.1,0.37,N
18.33812,-72.0084,299.81,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,284.64,1.78,N
19.34801,-72.43703,299.69,0.43,0.46,2022-01-03,06:52,N,nominal,2.0NRT,288.35,0.6,N
20.41597,-75.9847,307.78,0.42,0.38,2022-01-03,06:52,N,nominal,2.0NRT,289.31,0.8,N
21.09761,-78.29856,300.26,0.38,0.36,2022-01-03,06:52,N,nominal,2.0NRT,289.04,0.41,N
21.39022,-78.00551,299.85,0.38,0.36,2022-01-03,06:52,N,nominal,2.0NRT,289.49,0.76,N
21.55753,-78.2076,323.25,0.38,0.36,2022-01-03,06:52,N,nominal,2.0NRT,290.92,1.83,N
21.71414,-79.10802,336.29,0.39,0.36,2022-01-03,06:52,N,nominal,2.0NRT,292.38,7.35,N
21.71749,-79.10744,310.59,0.39,0.36,2022-01-03,06:52,N,nominal,2.0NRT,289.94,1.07,N
17.8974,-77.23999,303.92,0.4,0.37,2022-01-03,06:52,N,nominal,2.0NRT,293.14,0.45,N
18.25527,-71.71131,307.4,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,286.69,2.96,N
18.26077,-71.71572,306.37,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,285.61,1.93,N
18.26165,-71.72037,322.48,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,286.45,4.47,N
18.26426,-71.73405,326.17,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,285.98,4.59,N
18.26449,-71.71087,300.3,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,284.66,1.93,N
18.26277,-71.70185,325.87,0.51,0.49,2022-01-03,06:52,N,nominal,2.0NRT,287.04,4.33,N
18.26363,-71.70638,329.35,0.51,0.49,2022-01-03,06:52,N,nominal,2.0NRT,290.18,4.33,N
18.25248,-71.71446,298.82,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,283.32,0.81,N
18.2571,-71.71422,296.29,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,284.69,2.09,N
18.26082,-71.70949,299.29,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,286.7,2.02,N
18.26356,-71.72327,298.4,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,284.55,2.07,N
18.26536,-71.73236,308.29,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,284.8,2.61,N
18.26625,-71.73689,314.37,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,285.1,2.61,N
18.26265,-71.71868,325.71,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,287.99,2.09,N
18.26544,-71.70923,312.23,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,286.29,3.86,N
18.26455,-71.70475,338.41,0.5,0.49,2022-01-03,06:52,N,nominal,2.0NRT,290.08,3.86,N
18.32903,-72.00861,300.06,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,283.66,1.12,N
18.32986,-72.01288,303.47,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,283.25,1.12,N
18.33442,-72.01286,318.2,0.48,0.48,2022-01-03,06:52,N,nominal,2.0NRT,286.38,1.78,N
41.17913,-87.85856,333.02,0.55,0.51,2022-01-03,08:26,N,nominal,2.0NRT,263.25,4.07,N
43.27917,-107.59669,335.47,0.59,0.53,2022-01-03,08:26,N,nominal,2.0NRT,263.29,8.96,N
43.28259,-107.59621,326.95,0.59,0.53,2022-01-03,08:26,N,nominal,2.0NRT,259.73,9.94,N
43.2777,-107.59686,337.85,0.59,0.53,2022-01-03,08:26,N,nominal,2.0NRT,260.64,9.94,N
41.6726,-87.43082,300.51,0.56,0.51,2022-01-03,08:26,N,nominal,2.0NRT,266.11,2.5,N
41.63882,-87.13769,295.25,0.58,0.52,2022-01-03,08:26,N,nominal,2.0NRT,265.8,2.94,N
41.6371,-87.13099,323.11,0.58,0.52,2022-01-03,08:26,N,nominal,2.0NRT,268.53,2.94,N
41.3678,-84.91781,320.29,0.38,0.59,2022-01-03,08:26,N,nominal,2.0NRT,265.56,3.45,N
41.36546,-84.91951,327.24,0.38,0.58,2022-01-03,08:26,N,nominal,2.0NRT,264.47,2.79,N
41.5647,-84.04375,325.91,0.41,0.61,2022-01-03,08:26,N,nominal,2.0NRT,263,2.52,N
42.80228,-80.097,304.47,0.57,0.69,2022-01-03,08:26,N,nominal,2.0NRT,263.05,1.89,N
42.80823,-80.09343,310.06,0.57,0.69,2022-01-03,08:26,N,nominal,2.0NRT,264.05,1.89,N
42.81041,-80.10012,296.24,0.57,0.69,2022-01-03,08:26,N,nominal,2.0NRT,258.45,3.63,N
42.81417,-80.08983,302.82,0.57,0.69,2022-01-03,08:26,N,nominal,2.0NRT,260.08,1.49,N
47.50098,-103.06424,334.33,0.4,0.44,2022-01-03,08:26,N,nominal,2.0NRT,263.71,3.46,N
