latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46.04441,-73.13957,315.76,0.39,0.36,2021-11-05,06:50,N,nominal,2.0NRT,275.24,1.67,N
42.94522,-82.41709,299.48,0.5,0.49,2021-11-05,06:52,N,nominal,2.0NRT,271.36,1.62,N
42.80185,-80.10214,319.96,0.38,0.43,2021-11-05,06:52,N,nominal,2.0NRT,273.56,2.06,N
42.80586,-80.10139,314.14,0.38,0.43,2021-11-05,06:52,N,nominal,2.0NRT,272.48,2.06,N
42.80538,-80.09665,339.61,0.38,0.43,2021-11-05,06:52,N,nominal,2.0NRT,276.62,4.44,N
42.80215,-78.8419,296.8,0.51,0.41,2021-11-05,06:52,N,nominal,2.0NRT,272.59,0.52,N
42.49723,-73.81577,301.97,0.38,0.36,2021-11-05,06:52,N,nominal,2.0NRT,274.3,0.72,N
43.26145,-79.81105,311.18,0.56,0.43,2021-11-05,06:52,N,nominal,2.0NRT,273.69,2.59,N
43.26542,-79.8103,317.07,0.56,0.43,2021-11-05,06:52,N,nominal,2.0NRT,275.65,3.48,N
43.49235,-79.62526,297.48,0.56,0.43,2021-11-05,06:52,N,nominal,2.0NRT,273.39,1.17,N
45.07073,-83.40482,302.91,0.58,0.52,2021-11-05,06:52,N,nominal,2.0NRT,274.58,2.83,N
46.51456,-84.39426,299.5,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,272.72,0.64,N
46.51974,-84.39373,297.83,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,271.34,0.57,N
46.51883,-84.3759,335.56,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,275.42,2.02,N
46.52378,-84.37083,305.32,0.33,0.55,2021-11-05,06:52,N,nominal,2.0NRT,275.17,2.09,N
46.52401,-84.37533,301.29,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,274.41,2.02,N
46.51469,-84.39381,295.12,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,271.7,0.72,N
46.51987,-84.39326,296.05,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,271,0.6,N
46.51905,-84.37541,334.52,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,275.81,1.2,N
46.52402,-84.37032,298.98,0.33,0.56,2021-11-05,06:52,N,nominal,2.0NRT,274.69,1.2,N
