latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.92525,-70.35792,303.42,0.35,0.56,2021-12-27,05:42,N,nominal,2.0NRT,289.85,1.01,N
18.93055,-70.35793,303.94,0.35,0.56,2021-12-27,05:42,N,nominal,2.0NRT,290.1,1.01,N
18.9302,-70.35461,312.16,0.35,0.56,2021-12-27,05:42,N,nominal,2.0NRT,290.56,0.82,N
18.92489,-70.35447,302.83,0.35,0.56,2021-12-27,05:42,N,nominal,2.0NRT,289.8,0.82,N
18.92983,-70.35108,301.54,0.35,0.56,2021-12-27,05:42,N,nominal,2.0NRT,290.73,0.82,N
44.05357,-77.12045,295.9,0.4,0.37,2021-12-27,07:16,N,nominal,2.0NRT,267.77,0.74,N
45.83715,-73.24709,297.54,0.49,0.4,2021-12-27,07:16,N,nominal,2.0NRT,267.25,1.28,N
40.15266,-74.76622,303.54,0.54,0.42,2021-12-27,07:18,N,nominal,2.0NRT,271.27,1.84,N
37.23531,-82.04309,297.13,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,278.2,1.37,N
37.23465,-82.03879,336.93,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,282.68,1.37,N
37.18117,-77.44849,304.29,0.47,0.4,2021-12-27,07:18,N,nominal,2.0NRT,279.25,1.94,N
38.30951,-80.87494,326.1,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,277.59,1.61,N
37.23202,-82.04388,296.11,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,277.83,1.37,N
35.50473,-80.32957,295.35,0.4,0.37,2021-12-27,07:18,N,nominal,2.0NRT,277.88,0.52,N
36.01745,-81.80669,303.45,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,280.93,0.67,N
36.02073,-81.8059,305.67,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,282.09,0.88,N
36.02729,-81.80432,310.05,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,281.76,1.07,N
36.97113,-84.58694,299.85,0.43,0.38,2021-12-27,07:18,N,nominal,2.0NRT,278.68,0.54,N
37.23136,-82.03956,302.83,0.38,0.36,2021-12-27,07:18,N,nominal,2.0NRT,277.91,1.37,N
30.75084,-92.25144,301.49,0.57,0.52,2021-12-27,07:20,N,nominal,2.0NRT,290,0.85,N
30.34177,-88.48635,309.15,0.53,0.42,2021-12-27,07:20,N,nominal,2.0NRT,294.64,2.69,N
30.4295,-89.40799,299,0.39,0.44,2021-12-27,07:20,N,nominal,2.0NRT,287.83,0.41,N
33.00576,-79.87703,299.16,0.43,0.38,2021-12-27,07:20,N,nominal,2.0NRT,286.99,0.72,N
30.48118,-91.18034,303.67,0.49,0.49,2021-12-27,07:20,N,nominal,2.0NRT,292.95,3.4,N
30.35032,-91.20953,307.18,0.49,0.49,2021-12-27,07:20,N,nominal,2.0NRT,290.28,1.28,N
30.32977,-91.28103,302.27,0.5,0.49,2021-12-27,07:20,N,nominal,2.0NRT,289.88,0.74,N
30.32578,-91.23917,304.09,0.5,0.49,2021-12-27,07:20,N,nominal,2.0NRT,291.66,1.97,N
30.18602,-90.99048,302.92,0.48,0.48,2021-12-27,07:20,N,nominal,2.0NRT,290.49,1.08,N
30.00083,-90.40331,313.3,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,292.72,2.66,N
30.00034,-90.39874,308.23,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,293.01,2.36,N
29.99558,-90.39475,307.66,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,293.18,2.27,N
30.25909,-93.28589,301.11,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,290.65,0.31,N
29.98769,-90.44256,305.9,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,290.21,1.07,N
29.93221,-89.96986,302.83,0.41,0.45,2021-12-27,07:20,N,nominal,2.0NRT,291.51,1.29,N
30.2429,-93.27731,303.14,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,292.76,0.78,N
30.24261,-93.27384,306.14,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,293.92,0.78,N
30.1957,-93.33166,303.93,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,290.92,0.47,N
30.18463,-93.32241,303.84,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,293.61,1.83,N
30.17712,-93.35839,311.78,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,290.93,0.83,N
30.18038,-93.35679,312.72,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,291.97,1.16,N
30.178,-93.32897,303.25,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,292.77,1.29,N
30.11344,-93.298,314.93,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,290.67,1.41,N
30.58458,-91.23928,314.81,0.5,0.49,2021-12-27,07:20,N,nominal,2.0NRT,290.17,1.32,N
33.71799,-85.07703,301.01,0.42,0.37,2021-12-27,07:20,N,nominal,2.0NRT,286.68,0.52,N
33.51581,-87.66422,303.01,0.52,0.41,2021-12-27,07:20,N,nominal,2.0NRT,285.33,1.06,N
32.73803,-82.75113,329.57,0.38,0.36,2021-12-27,07:20,N,nominal,2.0NRT,286.48,2.21,N
33.09017,-86.80665,298.36,0.47,0.4,2021-12-27,07:20,N,nominal,2.0NRT,288.23,0.88,N
32.43211,-84.97361,306.43,0.4,0.37,2021-12-27,07:20,N,nominal,2.0NRT,287.11,0.79,N
33.17694,-92.74033,298.31,0.33,0.55,2021-12-27,07:20,N,nominal,2.0NRT,287.88,0.37,N
32.29404,-87.76398,303.37,0.51,0.41,2021-12-27,07:20,N,nominal,2.0NRT,288.04,0.8,N
31.59776,-83.02919,307.28,0.38,0.36,2021-12-27,07:20,N,nominal,2.0NRT,285.38,0.7,N
31.36757,-83.42146,298.15,0.38,0.36,2021-12-27,07:20,N,nominal,2.0NRT,287.38,0.33,N
32.45735,-97.03621,300.18,0.57,0.69,2021-12-27,07:20,N,nominal,2.0NRT,289.64,1,N
30.95897,-82.6884,297.64,0.39,0.36,2021-12-27,07:20,N,nominal,2.0NRT,285.29,0.44,N
31.15187,-87.98595,321.35,0.51,0.41,2021-12-27,07:20,N,nominal,2.0NRT,290.77,2.86,N
31.14809,-87.98659,322.6,0.51,0.41,2021-12-27,07:20,N,nominal,2.0NRT,290.2,3.16,N
31.3406,-90.03815,299.8,0.43,0.46,2021-12-27,07:20,N,nominal,2.0NRT,288.75,1.02,N
30.94422,-88.01201,302.41,0.51,0.41,2021-12-27,07:20,N,nominal,2.0NRT,290.01,0.68,N
30.94045,-88.01264,301.38,0.51,0.41,2021-12-27,07:20,N,nominal,2.0NRT,290.1,0.68,N
31.16884,-90.16383,303.05,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,288.62,1.32,N
31.16838,-90.15919,303.47,0.44,0.46,2021-12-27,07:20,N,nominal,2.0NRT,288.53,0.53,N
35.93393,-86.3757,300.07,0.48,0.4,2021-12-27,07:20,N,nominal,2.0NRT,281.69,0.77,N
34.37436,-79.88806,309.49,0.42,0.38,2021-12-27,07:20,N,nominal,2.0NRT,282.77,1.33,N
34.15036,-79.55927,303.51,0.43,0.38,2021-12-27,07:20,N,nominal,2.0NRT,285.63,0.92,N
34.18158,-80.26778,297.85,0.41,0.37,2021-12-27,07:20,N,nominal,2.0NRT,281.73,0.55,N
34.34632,-82.77502,312.44,0.38,0.36,2021-12-27,07:20,N,nominal,2.0NRT,281.46,1.13,N
33.96153,-81.04933,298.85,0.4,0.37,2021-12-27,07:20,N,nominal,2.0NRT,284.82,0.38,N
33.88744,-80.63781,297.2,0.41,0.37,2021-12-27,07:20,N,nominal,2.0NRT,286.58,0.61,N
34.37077,-86.11064,304.68,0.46,0.39,2021-12-27,07:20,N,nominal,2.0NRT,285.18,0.96,N
33.01435,-79.88443,328.37,0.43,0.38,2021-12-27,07:20,N,nominal,2.0NRT,287.62,3.6,N
33.08905,-80.34205,298.97,0.42,0.38,2021-12-27,07:20,N,nominal,2.0NRT,286.07,0.55,N
33.00743,-79.88621,304,0.43,0.38,2021-12-27,07:20,N,nominal,2.0NRT,287.74,1.42,N
25.69669,-100.29741,301.27,0.79,0.78,2021-12-27,07:22,N,nominal,2.0NRT,291.1,1.37,N
25.7191,-100.30417,306.57,0.79,0.78,2021-12-27,07:22,N,nominal,2.0NRT,291.29,2.9,N
25.74927,-100.31829,301.15,0.79,0.78,2021-12-27,07:22,N,nominal,2.0NRT,291.07,0.92,N
25.7196,-100.30219,313.3,0.79,0.78,2021-12-27,07:22,N,nominal,2.0NRT,291.88,2.75,N
26.01771,-98.49106,301.93,0.62,0.71,2021-12-27,07:22,N,nominal,2.0NRT,290.53,0.78,N
27.92662,-97.31899,301.42,0.54,0.68,2021-12-27,07:22,N,nominal,2.0NRT,291.13,1.2,N
26.28938,-80.1675,299.85,0.52,0.41,2021-12-27,07:22,N,nominal,2.0NRT,289.34,0.34,N
27.30519,-80.50856,318.08,0.48,0.4,2021-12-27,07:22,N,nominal,2.0NRT,286.05,1.86,N
27.92883,-97.31969,306.08,0.54,0.68,2021-12-27,07:22,N,nominal,2.0NRT,291.19,1.23,N
22.26541,-97.80934,367,0.51,0.66,2021-12-27,07:22,N,high,2.0NRT,296.21,3.03,N
22.44308,-97.94008,304.3,0.53,0.67,2021-12-27,07:22,N,nominal,2.0NRT,291.26,1.32,N
22.4476,-97.94394,303.02,0.53,0.67,2021-12-27,07:22,N,nominal,2.0NRT,291.37,1.26,N
22.26582,-97.81447,306.07,0.51,0.66,2021-12-27,07:22,N,nominal,2.0NRT,294.2,3.03,N
