latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.83818,-73.25024,329.16,0.39,0.36,2021-12-23,06:50,N,nominal,2.0NRT,267.37,3.1,N
46.0433,-73.14299,314.53,0.39,0.36,2021-12-23,06:50,N,nominal,2.0NRT,267.52,1.74,N
40.15261,-74.76747,301.48,0.38,0.36,2021-12-23,06:52,N,nominal,2.0NRT,269.81,0.6,N
41.11774,-85.35104,325.25,0.34,0.56,2021-12-23,06:52,N,nominal,2.0NRT,267.15,1.98,N
40.13759,-77.50663,296.9,0.43,0.38,2021-12-23,06:52,N,nominal,2.0NRT,267.9,0.59,N
40.39235,-79.85383,343.45,0.53,0.42,2021-12-23,06:52,N,nominal,2.0NRT,271.42,6.48,N
40.39183,-79.85484,332.75,0.53,0.42,2021-12-23,06:52,N,nominal,2.0NRT,272.6,7.98,N
40.39112,-79.84848,299.13,0.53,0.42,2021-12-23,06:52,N,nominal,2.0NRT,267.18,0.91,N
39.96535,-76.5978,300.94,0.41,0.37,2021-12-23,06:52,N,nominal,2.0NRT,266.88,1.4,N
39.93906,-76.81538,319.36,0.41,0.37,2021-12-23,06:52,N,nominal,2.0NRT,270.14,2.09,N
40.3039,-79.87762,302.98,0.53,0.42,2021-12-23,06:52,N,nominal,2.0NRT,272.07,2.58,N
39.59031,-75.63275,295.27,0.39,0.36,2021-12-23,06:52,N,nominal,2.0NRT,274.05,0.83,N
40.3541,-85.96185,324.9,0.36,0.57,2021-12-23,06:52,N,nominal,2.0NRT,268.44,1.89,N
40.34877,-85.96239,316.59,0.36,0.57,2021-12-23,06:52,N,nominal,2.0NRT,266.6,1.89,N
40.34855,-85.95805,296.24,0.36,0.57,2021-12-23,06:52,N,nominal,2.0NRT,266.69,1.89,N
40.35072,-85.9595,351.76,0.36,0.57,2021-12-23,06:52,N,nominal,2.0NRT,270,4.21,N
39.97412,-86.83648,295.43,0.4,0.6,2021-12-23,06:52,N,nominal,2.0NRT,269.38,1.02,N
38.84737,-76.785,297.34,0.4,0.37,2021-12-23,06:52,N,nominal,2.0NRT,267.76,0.43,N
39.36711,-81.5283,295.22,0.41,0.45,2021-12-23,06:52,N,nominal,2.0NRT,267.54,0.49,N
39.0793,-79.68999,298.83,0.5,0.41,2021-12-23,06:52,N,nominal,2.0NRT,266.67,1.07,N
39.07995,-79.69021,295.38,0.5,0.41,2021-12-23,06:52,N,nominal,2.0NRT,266.46,0.84,N
39.47357,-84.40148,297.24,0.58,0.52,2021-12-23,06:52,N,nominal,2.0NRT,271.1,1.19,N
39.08492,-82.33205,297.59,0.45,0.47,2021-12-23,06:52,N,nominal,2.0NRT,265.89,0.58,N
38.77745,-79.39307,296.94,0.49,0.4,2021-12-23,06:52,N,nominal,2.0NRT,267.9,1.17,N
39.10567,-83.61423,299.67,0.52,0.5,2021-12-23,06:52,N,nominal,2.0NRT,266.11,1.06,N
38.83676,-84.2367,308.94,0.56,0.52,2021-12-23,06:52,N,nominal,2.0NRT,274.34,4.01,N
38.06427,-77.32736,309.06,0.41,0.37,2021-12-23,06:52,N,nominal,2.0NRT,270.44,0.7,N
38.06087,-77.32812,309.15,0.41,0.37,2021-12-23,06:52,N,nominal,2.0NRT,269.47,0.7,N
40.15538,-74.76936,303.99,0.38,0.36,2021-12-23,06:52,N,nominal,2.0NRT,270.73,0.5,N
38.83815,-90.06749,295.71,0.58,0.7,2021-12-23,06:52,N,nominal,2.0NRT,276.27,1.92,N
38.77364,-88.4994,301.79,0.48,0.64,2021-12-23,06:52,N,nominal,2.0NRT,269.52,0.78,N
38.69823,-90.13711,302,0.58,0.7,2021-12-23,06:52,N,nominal,2.0NRT,273.46,3.43,N
37.53841,-76.80459,300.76,0.4,0.37,2021-12-23,06:52,N,nominal,2.0NRT,276.5,0.44,N
38.59727,-82.82921,298.57,0.47,0.48,2021-12-23,06:52,N,nominal,2.0NRT,272.85,2.53,N
40.1533,-74.77196,303.02,0.38,0.36,2021-12-23,06:52,N,nominal,2.0NRT,270.74,1.06,N
45.06955,-83.40252,298.85,0.58,0.52,2021-12-23,06:52,N,nominal,2.0NRT,267.02,2.52,N
42.4965,-73.8139,295.68,0.38,0.36,2021-12-23,06:52,N,nominal,2.0NRT,269.4,0.5,N
42.81099,-80.10056,296.65,0.39,0.44,2021-12-23,06:52,N,nominal,2.0NRT,266.37,1.46,N
42.80652,-80.09657,322.49,0.38,0.44,2021-12-23,06:52,N,nominal,2.0NRT,270.21,1.46,N
42.80698,-80.10132,301.79,0.39,0.44,2021-12-23,06:52,N,nominal,2.0NRT,267.16,1.46,N
42.80296,-80.10207,306.2,0.39,0.44,2021-12-23,06:52,N,nominal,2.0NRT,268.6,1.67,N
42.3116,-82.0497,298.5,0.47,0.48,2021-12-23,06:52,N,nominal,2.0NRT,266.03,0.91,N
41.43723,-75.59399,311.14,0.4,0.37,2021-12-23,06:52,N,nominal,2.0NRT,266.71,1.27,N
41.4339,-75.59482,297.46,0.4,0.37,2021-12-23,06:52,N,nominal,2.0NRT,266.6,0.91,N
40.48072,-74.32066,304.65,0.38,0.36,2021-12-23,06:52,N,nominal,2.0NRT,271.46,0.96,N
41.68275,-87.42429,299.54,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,271.27,0.76,N
41.68256,-87.41886,300.2,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,272.98,0.76,N
41.46748,-83.36707,317.51,0.54,0.51,2021-12-23,06:52,N,nominal,2.0NRT,269.57,3.1,N
41.67675,-87.41924,299.07,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,272,0.76,N
41.67224,-87.45779,306.27,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,269.13,2.09,N
41.67205,-87.45233,307.54,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,270.18,2.09,N
41.6833,-87.42492,302.18,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,271.1,2.61,N
41.68308,-87.41949,299.44,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,273.25,1.14,N
41.67727,-87.41985,301.3,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,273.03,1.14,N
41.67297,-87.45833,299.62,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,268.4,2.54,N
41.67275,-87.45287,305.39,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,269.79,1.88,N
41.66671,-87.44784,306.41,0.44,0.62,2021-12-23,06:52,N,nominal,2.0NRT,269.95,1.88,N
41.64243,-87.13432,316.78,0.42,0.61,2021-12-23,06:52,N,nominal,2.0NRT,266.09,1.75,N
41.63691,-87.13989,296.31,0.42,0.61,2021-12-23,06:52,N,nominal,2.0NRT,267.6,2.35,N
41.62566,-87.14604,310.37,0.42,0.61,2021-12-23,06:52,N,nominal,2.0NRT,270.99,1.32,N
40.67056,-76.37708,300.54,0.41,0.37,2021-12-23,06:52,N,nominal,2.0NRT,266.43,0.74,N
41.36722,-84.92204,329.39,0.32,0.55,2021-12-23,06:52,N,nominal,2.0NRT,269.14,2.09,N
33.44217,-88.57189,317.55,0.44,0.62,2021-12-23,06:54,N,nominal,2.0NRT,273.27,2.27,N
33.54661,-86.8037,321.17,0.35,0.56,2021-12-23,06:54,N,nominal,2.0NRT,274.09,1.48,N
33.01191,-79.88405,311.12,0.45,0.39,2021-12-23,06:54,N,nominal,2.0NRT,277.73,1.48,N
33.01545,-79.88338,328.78,0.45,0.39,2021-12-23,06:54,N,nominal,2.0NRT,281.24,2.28,N
33.37166,-79.55869,296.27,0.44,0.38,2021-12-23,06:54,N,nominal,2.0NRT,275.09,0.76,N
33.37127,-79.55674,298.44,0.44,0.38,2021-12-23,06:54,N,nominal,2.0NRT,274.81,0.42,N
32.41089,-83.05611,297.7,0.41,0.45,2021-12-23,06:54,N,nominal,2.0NRT,274.33,0.46,N
33.09286,-86.80367,305.52,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,274.98,1.09,N
33.10302,-86.7987,302.47,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,275.87,1.53,N
33.17904,-86.75807,297.49,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,273.37,0.52,N
33.21827,-86.79131,313.14,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,275.26,1.61,N
33.21996,-86.81415,309.76,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,275.51,0.85,N
33.24669,-86.8191,300.68,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,274.19,0.45,N
33.24705,-86.82039,296.64,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,273.93,0.59,N
36.89031,-88.3323,301.25,0.45,0.63,2021-12-23,06:54,N,nominal,2.0NRT,269.64,1.09,N
36.77345,-85.64935,308.29,0.32,0.55,2021-12-23,06:54,N,nominal,2.0NRT,267.85,0.88,N
37.23419,-82.03541,304.13,0.41,0.45,2021-12-23,06:54,N,nominal,2.0NRT,271.28,1.16,N
37.23467,-82.04029,314.22,0.41,0.45,2021-12-23,06:54,N,nominal,2.0NRT,272.71,2.59,N
37.40136,-82.04889,295.77,0.42,0.45,2021-12-23,06:54,N,nominal,2.0NRT,269.61,0.82,N
37.96463,-90.07784,301.74,0.57,0.69,2021-12-23,06:54,N,nominal,2.0NRT,269.04,1.61,N
38.01027,-90.08308,308.31,0.57,0.69,2021-12-23,06:54,N,nominal,2.0NRT,273.07,1.86,N
37.27242,-79.99826,315.03,0.5,0.41,2021-12-23,06:54,N,nominal,2.0NRT,271.3,2.48,N
33.9638,-81.04896,296.01,0.51,0.41,2021-12-23,06:54,N,nominal,2.0NRT,276.49,0.61,N
34.63997,-87.09068,310.71,0.37,0.58,2021-12-23,06:54,N,nominal,2.0NRT,274.03,1.31,N
34.64154,-87.08953,300.76,0.37,0.58,2021-12-23,06:54,N,nominal,2.0NRT,273.1,1.09,N
37.7856,-83.53621,302.44,0.5,0.49,2021-12-23,06:54,N,nominal,2.0NRT,267.74,1.71,N
37.06433,-77.18139,298.26,0.4,0.37,2021-12-23,06:54,N,nominal,2.0NRT,270.69,0.51,N
38.00983,-90.08395,306.59,0.57,0.69,2021-12-23,06:54,N,nominal,2.0NRT,272.73,1.87,N
33.53277,-86.7589,304.25,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,273.25,1.14,N
37.18189,-77.44984,302.58,0.41,0.37,2021-12-23,06:54,N,nominal,2.0NRT,273.18,1.19,N
37.25962,-76.83743,299.97,0.4,0.37,2021-12-23,06:54,N,nominal,2.0NRT,271.23,0.94,N
34.80483,-88.32482,313.92,0.43,0.62,2021-12-23,06:54,N,nominal,2.0NRT,273.82,1.65,N
34.80474,-88.32378,310.65,0.43,0.62,2021-12-23,06:54,N,nominal,2.0NRT,274.17,1.68,N
34.37683,-79.88966,313.02,0.46,0.39,2021-12-23,06:54,N,nominal,2.0NRT,275.42,2.02,N
34.37711,-79.88827,310.3,0.46,0.39,2021-12-23,06:54,N,nominal,2.0NRT,275.32,1.52,N
35.37969,-87.25122,312.5,0.38,0.59,2021-12-23,06:54,N,nominal,2.0NRT,269.82,2.34,N
35.38058,-87.25093,315.71,0.38,0.59,2021-12-23,06:54,N,nominal,2.0NRT,269.79,2.09,N
35.64497,-89.93504,303.32,0.54,0.68,2021-12-23,06:54,N,nominal,2.0NRT,273.37,1.27,N
35.64707,-89.9364,314.25,0.54,0.68,2021-12-23,06:54,N,nominal,2.0NRT,274.01,2.82,N
35.498,-86.42121,295.52,0.34,0.56,2021-12-23,06:54,N,nominal,2.0NRT,268.33,0.49,N
35.16926,-81.41727,295.81,0.55,0.42,2021-12-23,06:54,N,nominal,2.0NRT,271.24,0.83,N
35.93493,-89.71564,321.41,0.53,0.67,2021-12-23,06:54,N,nominal,2.0NRT,272.53,1.7,N
35.93821,-89.71535,320.04,0.53,0.67,2021-12-23,06:54,N,nominal,2.0NRT,274.13,2.5,N
35.38722,-81.23918,297.26,0.54,0.42,2021-12-23,06:54,N,nominal,2.0NRT,270.87,0.82,N
35.50275,-80.3289,301.72,0.49,0.4,2021-12-23,06:54,N,nominal,2.0NRT,273.76,0.98,N
35.50341,-80.32795,298.02,0.49,0.4,2021-12-23,06:54,N,nominal,2.0NRT,273.29,1.49,N
35.97761,-83.95422,303.59,0.51,0.49,2021-12-23,06:54,N,nominal,2.0NRT,271.32,0.95,N
35.97836,-83.95901,303.52,0.51,0.49,2021-12-23,06:54,N,nominal,2.0NRT,270.15,2.04,N
35.57405,-79.82499,302.21,0.47,0.4,2021-12-23,06:54,N,nominal,2.0NRT,270.12,1.08,N
36.11541,-79.97211,331.67,0.48,0.4,2021-12-23,06:54,N,nominal,2.0NRT,271.2,5.18,N
36.11686,-79.96991,343.66,0.48,0.4,2021-12-23,06:54,N,nominal,2.0NRT,272.64,6.55,N
36.81841,-87.82157,295.59,0.42,0.61,2021-12-23,06:54,N,nominal,2.0NRT,268.06,0.91,N
30.82297,-84.56503,337.11,0.48,0.48,2021-12-23,06:56,N,nominal,2.0NRT,276.3,4.95,N
30.7338,-84.48059,300.37,0.47,0.48,2021-12-23,06:56,N,nominal,2.0NRT,276.22,0.53,N
