,latitude,longitude,county
23803,37.71,-118.92,Mono County
23804,41.49,-121.96,Siskiyou County
23805,41.48,-121.96,Siskiyou County
23806,40.88,-123.98,Humboldt County
23807,38.92,-120.47,El Dorado County
23808,42.54,-124.26,Curry County
23809,42.54,-124.25,Curry County
23810,42.09,-123.62,Josephine County
23811,42.09,-123.61,Josephine County
23812,40.72,-121.04,Lassen County
23813,39.91,-122.08,Tehama County
23814,39.34,-121.11,Nevada County
23815,39.35,-121.12,Nevada County
23816,38.92,-120.46,El Dorado County
23817,38.9,-120.46,Washoe County
23818,38.93,-120.47,Placer County
23819,41.09,-121.78,Shasta County
23820,41.22,-121.73,Siskiyou County
23821,41.22,-121.72,Siskiyou County
23822,41.08,-121.79,Shasta County
23823,41.08,-121.78,Shasta County
23824,41.09,-121.79,Shasta County
23825,41.09,-121.77,Shasta County
23826,40.07,-121.56,Butte County
23827,40.12,-120.98,Plumas County
23828,40.12,-120.97,Plumas County
23829,39.26,-120.89,Nevada County
23830,39.1,-120.72,Placer County
23831,39.49,-122.0,Glenn County
23832,38.23,-122.34,Napa County
23833,38.18,-119.22,Mono County
23834,38.53,-121.73,Yolo County
23835,39.1,-120.75,Klamath County
23836,40.13,-120.99,Plumas County
23837,39.09,-120.74,Placer County
23838,38.93,-120.75,El Dorado County
23839,38.92,-120.76,El Dorado County
23840,38.93,-120.76,El Dorado County
23841,39.09,-120.75,Placer County
23842,38.42,-121.83,Sonoma County
23843,39.08,-123.6,Mendocino County
23844,39.09,-123.61,Mendocino County
23845,39.07,-123.6,Mendocino County
23846,42.05,-123.71,Josephine County
23847,39.16,-120.75,Placer County
23848,42.6,-123.54,Josephine County
23849,40.28,-123.79,Humboldt County
23850,42.33,-120.19,Klamath County
23851,38.17,-119.23,Mono County
23852,38.75,-120.36,El Dorado County
23853,41.87,-123.38,Siskiyou County
23854,42.29,-121.88,Klamath County
23855,39.1,-119.95,Douglas County
23856,42.13,-122.68,Jackson County
23857,38.76,-120.37,El Dorado County
23858,38.9,-120.48,El Dorado County
23859,39.07,-123.57,Mendocino County
23860,39.04,-123.58,Mendocino County
23861,39.05,-123.55,Mendocino County
23862,39.05,-123.57,Mendocino County
23863,39.19,-123.62,Mendocino County
23864,42.46,-122.58,Jackson County
23865,42.27,-122.52,Jackson County
23866,42.05,-123.7,Josephine County
23867,42.06,-123.7,Josephine County
23868,39.88,-121.65,Butte County
23869,39.37,-120.64,Nevada County
23870,38.74,-120.72,El Dorado County
23871,40.05,-122.61,Tehama County
23872,42.39,-124.41,Curry County
23873,42.38,-124.41,Curry County
23874,42.33,-124.32,Curry County
23875,39.39,-123.6,Mendocino County
23876,40.94,-121.99,Shasta County
23877,41.86,-119.73,Washoe County
23878,41.86,-119.74,Washoe County
23879,37.8,-119.08,Mono County
23880,39.0,-119.95,Douglas County
23881,41.01,-121.97,Shasta County
23882,41.06,-121.94,Shasta County
23883,41.0,-121.68,Shasta County
23884,38.09,-120.97,Calaveras County
23885,39.68,-122.32,Lyon County
23886,39.44,-121.2,Yuba County
23887,40.12,-122.11,Tehama County
23888,40.38,-124.09,Humboldt County
23889,39.39,-123.59,Mendocino County
23890,39.4,-123.6,Mendocino County
23891,39.37,-120.65,Jackson County
23892,39.76,-120.36,Plumas County
23893,38.91,-120.47,El Dorado County
23894,38.89,-120.48,El Dorado County
23895,38.21,-120.36,Calaveras County
23896,37.72,-119.65,Mariposa County
23897,39.47,-120.3,Nevada County
23898,39.46,-121.21,Yuba County
23899,39.47,-121.21,Yuba County
23900,39.47,-121.22,Yuba County
23901,39.26,-120.88,Nevada County
23902,39.24,-120.93,Nevada County
23903,38.93,-122.78,Lake County
23904,37.44,-120.92,Stanislaus County
23905,37.78,-120.89,Stanislaus County
23906,37.26,-121.05,Merced County
23907,42.58,-123.49,Josephine County
23908,40.99,-121.66,Shasta County
23909,42.1,-122.81,Jackson County
23910,41.05,-123.91,Humboldt County
23911,41.07,-123.88,Humboldt County
23912,41.05,-123.92,Humboldt County
23913,38.4,-121.91,Solano County
23914,42.4,-120.19,Curry County
23915,42.1,-122.96,Jackson County
23916,38.49,-120.43,Calaveras County
23917,42.1,-122.8,Jackson County
23918,42.24,-122.43,Jackson County
23919,42.24,-122.44,Jackson County
23920,41.89,-122.23,Siskiyou County
23921,39.03,-122.62,Lake County
23922,38.94,-122.71,Lake County
23923,41.89,-122.24,Siskiyou County
23924,42.59,-124.19,Curry County
23925,38.49,-120.53,Josephine County
23926,39.89,-121.9,Butte County
23927,37.76,-120.96,San Joaquin County
23928,37.31,-120.66,Merced County
23929,38.18,-121.34,San Joaquin County
23930,38.32,-120.54,Calaveras County
23931,39.74,-123.53,Mendocino County
23932,37.32,-120.68,Merced County
23933,37.56,-120.7,Stanislaus County
23934,39.89,-121.64,Butte County
23935,39.12,-123.61,Mendocino County
23936,37.91,-120.34,Tuolumne County
23937,37.39,-120.6,Merced County
23938,37.82,-120.94,San Joaquin County
23939,37.77,-121.13,San Joaquin County
23940,42.57,-123.59,Josephine County
23941,38.82,-122.56,Lake County
23942,37.89,-120.82,Stanislaus County
23943,37.31,-120.75,Merced County
23944,39.69,-123.5,Mendocino County
23945,38.5,-120.68,Amador County
23946,39.39,-121.12,Nevada County
23947,38.32,-120.79,Amador County
23948,40.5,-124.25,Humboldt County
23949,40.7,-121.84,Shasta County
23950,40.26,-123.34,Trinity County
23951,40.54,-122.26,Shasta County
23952,37.46,-121.43,Santa Clara County
23953,37.45,-121.44,Santa Clara County
23954,39.79,-122.08,Glenn County
23955,39.56,-122.15,Glenn County
23956,37.89,-120.99,San Joaquin County
23957,37.91,-121.04,San Joaquin County
23958,37.6,-120.88,Stanislaus County
23959,38.41,-121.93,Solano County
23960,41.3,-122.3,Siskiyou County
23961,38.48,-121.99,Solano County
23962,38.36,-120.44,Calaveras County
23963,40.57,-123.81,Humboldt County
23964,38.21,-121.4,San Joaquin County
23965,39.5,-123.48,Mendocino County
23966,39.72,-120.33,Plumas County
23967,37.45,-121.43,Santa Clara County
23968,40.67,-121.86,Shasta County
23969,39.07,-122.98,Lake County
23970,38.37,-120.29,Calaveras County
23971,38.38,-120.26,Calaveras County
23972,38.38,-120.29,Calaveras County
23973,40.67,-121.88,Shasta County
23974,40.67,-121.89,Shasta County
23975,40.67,-121.87,Shasta County
23976,40.68,-121.86,Shasta County
23977,40.68,-121.85,Shasta County
23978,37.38,-120.6,Merced County
23979,42.04,-121.89,Klamath County
23980,38.95,-122.77,Mendocino County
23981,41.24,-120.55,Modoc County
23982,41.24,-120.54,Modoc County
23983,38.76,-120.61,El Dorado County
23984,42.54,-121.86,Jackson County
23985,38.88,-121.26,Placer County
23986,37.57,-120.78,Stanislaus County
23987,37.42,-121.19,Stanislaus County
23988,38.76,-120.6,El Dorado County
23989,38.3,-120.3,Calaveras County
23990,38.27,-120.44,Calaveras County
23991,42.55,-124.31,Curry County
23992,42.55,-124.34,Curry County
23993,42.55,-124.32,Curry County
23994,42.55,-124.35,Curry County
23995,42.56,-124.31,Curry County
23996,42.54,-124.34,Curry County
23997,42.21,-123.62,Josephine County
23998,38.57,-121.69,Yolo County
23999,38.17,-121.67,Sacramento County
24000,39.02,-121.99,Colusa County
24001,39.75,-121.97,Butte County
24002,39.68,-122.0,Glenn County
24003,39.95,-122.12,Tehama County
24004,37.4,-120.65,Merced County
24005,40.71,-122.42,Shasta County
24006,39.96,-122.12,Tehama County
24007,39.61,-121.6,Butte County
24008,39.61,-121.61,Butte County
24009,38.69,-122.05,Yolo County
24010,40.7,-123.01,Trinity County
24011,40.7,-123.0,Trinity County
24012,40.69,-122.99,Trinity County
24013,39.73,-123.25,Mendocino County
24014,40.44,-124.31,Humboldt County
24015,40.54,-121.81,Shasta County
24016,40.45,-124.3,Humboldt County
24017,38.51,-120.32,El Dorado County
24018,41.76,-122.21,Siskiyou County
24019,41.29,-121.86,Siskiyou County
24020,42.4,-120.33,Klamath County
24021,37.9,-120.06,Tuolumne County
24022,37.92,-120.06,Tuolumne County
24023,37.91,-120.06,Tuolumne County
24024,37.92,-120.05,Jackson County
24025,39.0,-122.78,Lake County
24026,41.55,-119.88,Washoe County
24027,38.65,-122.72,Sonoma County
24028,41.76,-122.23,Siskiyou County
24029,41.76,-122.24,Siskiyou County
24030,38.46,-120.76,Amador County
24031,40.2,-121.0,Lassen County
24032,41.71,-122.76,Siskiyou County
24033,42.04,-121.34,Klamath County
24034,37.89,-120.06,Tuolumne County
24035,37.88,-120.06,Tuolumne County
24036,37.88,-120.07,Tuolumne County
24037,37.89,-120.07,Tuolumne County
24038,40.13,-123.66,Humboldt County
24039,38.81,-120.13,El Dorado County
24040,41.43,-122.37,Siskiyou County
24041,38.57,-120.56,El Dorado County
24042,38.2,-121.45,San Joaquin County
24043,41.42,-122.36,Siskiyou County
24044,39.94,-122.15,Tehama County
24045,37.41,-120.61,Merced County
24046,37.4,-120.61,Merced County
24047,42.21,-122.78,Jackson County
24048,38.36,-120.81,Napa County
24049,38.36,-120.82,Napa County
24050,39.16,-121.76,Jackson County
24051,38.95,-122.05,Colusa County
24052,37.75,-120.89,Stanislaus County
24053,39.29,-121.83,Mendocino County
24054,40.55,-122.32,Shasta County
24055,38.36,-121.98,Solano County
24056,39.49,-122.29,Glenn County
24057,39.17,-121.77,Sutter County
24058,39.0,-122.03,Colusa County
24059,38.17,-121.35,San Joaquin County
24060,38.14,-121.45,Sonoma County
24061,42.14,-122.73,Klamath County
24062,38.82,-122.03,Yolo County
24063,37.58,-120.93,Stanislaus County
24064,42.2,-124.29,Curry County
24065,40.26,-123.77,Humboldt County
24066,39.2,-121.51,Yuba County
24067,39.17,-121.14,Nevada County
24068,39.81,-121.93,Butte County
24069,39.81,-121.94,Butte County
24070,37.89,-121.1,San Joaquin County
24071,38.37,-120.75,Amador County
24072,37.45,-120.12,Mariposa County
24073,38.99,-121.64,Mineral County
24074,40.38,-122.37,Shasta County
24075,40.01,-120.97,Plumas County
24076,37.65,-120.85,San Joaquin County
24077,37.66,-121.08,Stanislaus County
24078,37.52,-120.66,Stanislaus County
24079,38.79,-122.68,Lake County
24080,37.81,-120.76,Josephine County
24081,37.82,-120.75,Stanislaus County
24082,39.38,-121.15,Nevada County
24083,37.49,-120.55,Jackson County
24084,37.44,-120.79,Merced County
24085,38.93,-120.79,Yuba County
24086,37.77,-120.11,Tuolumne County
24087,39.18,-121.13,Nevada County
24088,37.52,-119.91,Mariposa County
24089,37.33,-120.33,Merced County
24090,42.16,-122.67,Jackson County
24091,38.16,-121.12,San Joaquin County
24092,37.68,-120.69,Stanislaus County
24093,37.69,-121.31,Stanislaus County
24094,41.37,-120.12,Modoc County
24095,38.21,-121.18,San Joaquin County
24096,38.17,-121.49,San Joaquin County
24097,39.26,-121.45,Yuba County
24098,38.22,-121.18,San Joaquin County
24099,38.33,-122.09,Napa County
24100,37.57,-121.3,Stanislaus County
24101,37.72,-121.32,San Joaquin County
24102,37.72,-121.35,San Joaquin County
24103,39.65,-121.85,Klamath County
24104,37.78,-120.82,Stanislaus County
24105,37.8,-121.16,San Joaquin County
24106,38.95,-123.01,Mendocino County
24107,38.64,-122.85,Sonoma County
24108,38.65,-122.85,Sonoma County
24109,39.05,-121.19,Nevada County
24110,38.99,-123.02,Lake County
24111,38.84,-123.13,Sonoma County
24112,40.43,-122.24,Shasta County
24113,37.55,-120.49,Merced County
24114,38.51,-120.75,Amador County
24115,38.51,-120.68,El Dorado County
24116,38.78,-122.68,Lake County
24117,39.77,-122.05,Glenn County
24118,37.28,-120.85,Merced County
24119,37.81,-120.81,Stanislaus County
24120,40.5,-123.71,Humboldt County
24121,37.78,-120.09,Mariposa County
24122,39.5,-118.79,Churchill County
24123,41.86,-121.56,Siskiyou County
24124,42.23,-121.53,Klamath County
24125,38.19,-121.18,San Joaquin County
24126,40.32,-122.49,Shasta County
24127,38.66,-122.8,Sonoma County
24128,38.95,-123.02,Mendocino County
24129,40.78,-122.33,Shasta County
24130,38.8,-123.18,Sonoma County
24131,38.81,-123.19,Mendocino County
24132,37.8,-121.1,San Joaquin County
24133,41.67,-121.16,Modoc County
24134,41.68,-121.15,Modoc County
24135,41.68,-121.16,Modoc County
24136,37.41,-119.87,Mariposa County
24137,41.25,-123.35,Siskiyou County
24138,39.42,-121.57,Butte County
24139,39.41,-121.57,Butte County
24140,37.97,-121.68,Contra Costa County
24141,40.13,-122.17,Tehama County
24142,37.55,-119.89,Mariposa County
24143,37.26,-121.06,Merced County
24144,37.37,-120.64,Merced County
24145,37.48,-120.54,Stanislaus County
24146,37.37,-120.82,Merced County
24147,37.7,-120.54,Stanislaus County
24148,40.23,-119.95,Washoe County
24149,38.11,-121.25,San Joaquin County
24150,39.5,-118.89,Churchill County
24151,37.26,-120.31,Merced County
24152,37.55,-120.63,Stanislaus County
24153,37.87,-121.06,San Joaquin County
24154,37.87,-121.07,Stanislaus County
24155,41.97,-121.34,Modoc County
24156,41.52,-120.5,Modoc County
24157,37.7,-121.11,Stanislaus County
24158,41.57,-122.45,Siskiyou County
24159,41.57,-122.46,Siskiyou County
24160,39.95,-122.07,Tehama County
24161,39.96,-122.07,Tehama County
24162,41.86,-122.86,Siskiyou County
24163,38.27,-122.34,Napa County
24164,38.78,-122.7,Lake County
24165,37.56,-120.71,Stanislaus County
24166,37.57,-120.7,Merced County
24167,38.37,-122.31,Napa County
24168,38.18,-121.36,San Joaquin County
24169,37.48,-119.84,Mariposa County
24170,37.98,-121.48,San Joaquin County
24171,40.23,-122.46,Tehama County
24172,37.54,-119.85,Mariposa County
24173,38.41,-120.97,Amador County
24174,37.99,-121.48,San Joaquin County
24175,38.25,-121.38,Solano County
24176,39.01,-119.17,Lyon County
24177,39.22,-121.52,Yuba County
24178,39.61,-123.43,Mendocino County
24179,37.59,-120.76,Stanislaus County
24180,41.94,-121.4,Modoc County
24181,39.58,-122.26,Glenn County
24182,39.72,-122.0,Glenn County
24183,39.14,-121.56,Colusa County
24184,40.15,-122.18,Tehama County
24185,38.9,-122.93,Lake County
24186,38.65,-121.42,Sacramento County
24187,38.13,-121.08,San Joaquin County
24188,38.12,-121.09,San Joaquin County
24189,37.46,-119.96,Mariposa County
24190,39.89,-122.16,Tehama County
24191,37.47,-120.72,Merced County
24192,38.75,-123.13,Sonoma County
24193,38.26,-121.39,San Joaquin County
24194,39.02,-121.53,Yuba County
24195,37.69,-121.22,San Joaquin County
24196,38.84,-122.57,Lake County
24197,39.38,-122.21,Colusa County
24198,39.32,-123.1,Mendocino County
24199,41.97,-121.49,Jackson County
24200,41.97,-121.39,Modoc County
24201,41.96,-121.38,Modoc County
24202,37.97,-120.38,Tuolumne County
24203,38.07,-120.47,Calaveras County
24204,38.07,-120.46,Calaveras County
24205,41.9,-121.48,Josephine County
24206,39.16,-122.26,Colusa County
24207,38.98,-121.52,Sutter County
24208,39.62,-121.75,Butte County
24209,37.36,-120.83,Merced County
24210,37.62,-120.76,Stanislaus County
24211,39.15,-122.08,Colusa County
24212,39.66,-122.19,Glenn County
24213,40.3,-122.64,Trinity County
24214,42.03,-121.5,Klamath County
24215,38.53,-120.58,El Dorado County
24216,40.15,-123.2,Trinity County
24217,42.35,-121.69,Klamath County
24218,41.89,-121.42,Siskiyou County
24219,38.82,-121.68,Sutter County
24220,37.32,-120.42,Merced County
24221,38.53,-122.49,Napa County
24222,37.73,-121.06,Stanislaus County
24223,38.98,-122.12,Lake County
24224,38.99,-122.12,Colusa County
24225,41.82,-121.42,Siskiyou County
24226,37.42,-120.8,Merced County
24227,37.52,-119.92,Mariposa County
24228,39.64,-122.0,Glenn County
24229,40.23,-120.82,Lassen County
24230,40.23,-120.81,Lassen County
24231,40.23,-120.8,Trinity County
24232,39.39,-121.8,Butte County
24233,40.23,-120.72,Lassen County
24234,40.24,-120.72,Plumas County
24235,40.23,-120.71,Lassen County
24236,38.73,-120.71,El Dorado County
24237,38.57,-120.96,El Dorado County
24238,40.22,-120.71,Lassen County
24239,40.22,-120.72,Lassen County
24240,39.84,-121.94,Butte County
24241,41.52,-120.38,Modoc County
24242,40.86,-122.82,Trinity County
24243,38.92,-121.58,Lake County
24244,38.93,-121.69,Yolo County
24245,38.95,-121.76,Mendocino County
24246,37.36,-119.55,Madera County
24247,39.19,-121.52,Yuba County
24248,38.77,-122.0,Yolo County
24249,38.7,-121.91,Yolo County
24250,41.87,-121.35,Modoc County
24251,41.65,-121.95,Siskiyou County
24252,41.65,-121.94,Siskiyou County
24253,41.66,-121.95,Siskiyou County
24254,41.92,-121.71,Siskiyou County
24255,39.73,-123.24,Mendocino County
24256,39.33,-121.73,Butte County
24257,41.49,-120.72,Modoc County
24258,41.49,-120.71,Modoc County
24259,38.87,-121.74,Sutter County
24260,40.83,-121.42,Shasta County
24261,40.83,-121.41,Shasta County
24262,38.61,-122.78,Sonoma County
24263,39.13,-123.32,Mendocino County
24264,39.11,-123.5,Mendocino County
24265,39.72,-123.24,Mendocino County
24266,37.47,-120.93,Fresno County
24267,42.1,-121.72,Klamath County
24268,41.99,-121.52,Siskiyou County
24269,41.91,-121.49,Siskiyou County
24270,38.6,-121.93,Yolo County
24271,39.65,-122.24,Glenn County
24272,38.6,-121.92,Yolo County
24273,38.6,-121.91,Yolo County
24274,38.61,-121.92,Yolo County
24275,42.34,-121.7,Klamath County
24276,39.07,-123.29,Mendocino County
24277,40.84,-121.42,Shasta County
24278,39.58,-122.25,Glenn County
24279,38.89,-122.89,Lake County
24280,38.89,-121.72,Sutter County
24281,38.9,-120.01,El Dorado County
24282,38.88,-122.9,Lake County
24283,41.37,-122.8,Siskiyou County
24284,41.04,-123.56,Humboldt County
24285,38.92,-120.66,Lake County
24286,42.14,-121.2,Klamath County
24287,42.15,-123.25,Josephine County
24288,37.82,-120.08,Mariposa County
24289,39.43,-121.37,Lake County
24290,37.82,-120.83,Stanislaus County
24291,39.53,-121.73,Butte County
24292,38.93,-120.67,El Dorado County
24293,38.45,-122.38,Napa County
24294,39.03,-123.37,Mendocino County
24295,37.81,-120.1,Jackson County
24296,39.0,-121.75,Sutter County
24297,38.57,-122.57,Napa County
24298,42.14,-123.06,Jackson County
24299,38.86,-122.84,Churchill County
24300,38.98,-123.1,Mendocino County
24301,39.78,-122.95,Mendocino County
24302,38.85,-122.95,Sonoma County
24303,41.22,-120.55,Modoc County
24304,38.94,-122.8,Mendocino County
24305,39.79,-122.95,Mendocino County
24306,42.14,-121.21,Klamath County
24307,42.22,-123.26,Josephine County
24308,42.22,-123.25,Josephine County
24309,41.5,-120.34,Modoc County
24310,39.63,-121.74,Butte County
24311,37.48,-120.63,Merced County
24312,39.44,-120.23,Nevada County
24313,38.47,-120.46,Calaveras County
24314,41.62,-121.93,Siskiyou County
24315,41.63,-121.93,Siskiyou County
24316,42.15,-123.24,Josephine County
24317,39.74,-122.91,Josephine County
24318,41.93,-121.41,Modoc County
24319,41.94,-121.41,Modoc County
24320,40.62,-121.47,Jackson County
24321,38.25,-121.26,San Joaquin County
24322,39.07,-120.74,Placer County
24323,42.02,-121.41,Klamath County
24324,42.15,-123.06,Jackson County
24325,39.53,-122.02,Glenn County
24326,39.53,-122.03,Glenn County
24327,39.52,-122.03,Glenn County
24328,39.07,-120.75,Lake County
24329,38.07,-120.53,Calaveras County
24330,38.99,-122.11,Colusa County
24331,37.82,-120.1,Mariposa County
24332,37.31,-119.7,Madera County
24333,42.42,-122.07,Klamath County
24334,39.41,-123.17,Mendocino County
24335,38.84,-121.73,Sutter County
24336,37.49,-121.0,Stanislaus County
24337,38.89,-120.99,El Dorado County
24338,42.18,-121.68,Klamath County
24339,37.73,-120.07,Mariposa County
24340,37.73,-120.08,Mariposa County
24341,38.85,-121.83,Sutter County
24342,41.65,-123.07,Siskiyou County
24343,39.49,-119.61,Storey County
24344,42.54,-122.52,Jackson County
24345,42.54,-122.51,Jackson County
24346,39.97,-122.05,Tehama County
24347,38.93,-122.75,Lake County
24348,39.26,-121.71,Sutter County
24349,39.08,-120.74,Placer County
24350,40.37,-122.18,Tehama County
24351,40.46,-124.34,Humboldt County
24352,40.45,-124.34,Humboldt County
24353,39.07,-121.39,Yuba County
24354,37.73,-118.89,Mono County
24355,39.68,-122.03,Glenn County
24356,40.85,-121.19,Lassen County
24357,40.84,-121.2,Lassen County
24358,39.4,-120.21,Nevada County
24359,39.41,-120.21,Nevada County
24360,41.22,-122.34,Siskiyou County
24361,41.61,-121.93,Siskiyou County
24362,39.06,-120.75,Placer County
24363,42.41,-122.07,Klamath County
24364,39.65,-123.42,Mendocino County
24365,39.66,-123.43,Mendocino County
24366,37.99,-120.23,Tuolumne County
24367,39.12,-120.75,Placer County
24368,39.66,-123.41,Mendocino County
24369,39.14,-121.52,Yuba County
24370,39.11,-120.75,Placer County
24371,38.92,-121.08,Placer County
24372,37.9,-121.21,San Joaquin County
24373,40.2,-121.01,Lassen County
24374,38.4,-121.57,Yolo County
24375,37.58,-120.85,Stanislaus County
24376,39.35,-121.24,Yuba County
24377,39.31,-121.0,Nevada County
24378,39.08,-123.28,Mendocino County
24379,39.57,-122.16,Glenn County
24380,39.68,-121.87,Butte County
24381,39.68,-121.88,Butte County
24382,39.62,-121.92,Butte County
24383,39.4,-121.9,Glenn County
24384,39.99,-122.18,Tehama County
24385,39.76,-123.24,Mendocino County
24386,37.58,-120.81,Stanislaus County
24387,38.15,-121.39,San Joaquin County
24388,37.65,-121.36,San Joaquin County
24389,38.9,-121.55,Sutter County
24390,42.25,-123.06,Jackson County
24391,41.67,-122.57,Siskiyou County
24392,39.83,-122.05,Butte County
24393,41.38,-120.61,Modoc County
24394,39.73,-122.29,Glenn County
24395,38.11,-121.64,Sacramento County
24396,39.2,-122.1,Colusa County
24397,37.54,-120.9,Jackson County
24398,38.86,-123.0,Sonoma County
24399,38.45,-121.28,Sacramento County
24400,38.19,-121.41,San Joaquin County
24401,37.37,-120.85,Merced County
24402,39.74,-122.3,Glenn County
24403,38.72,-121.87,Yolo County
24404,39.96,-122.17,Tehama County
24405,38.84,-121.4,Placer County
24406,38.29,-122.52,Sonoma County
24407,37.57,-121.27,Stanislaus County
24408,37.68,-121.52,San Joaquin County
24409,39.62,-121.84,Butte County
24410,39.22,-121.3,Yuba County
24411,39.96,-122.23,Tehama County
24412,38.63,-122.79,Sonoma County
24413,38.64,-122.8,Sonoma County
24414,37.5,-120.57,Merced County
24415,39.96,-122.24,Tehama County
24416,37.7,-118.91,Mono County
24417,38.71,-121.86,Yolo County
24418,38.05,-120.76,Calaveras County
24419,38.88,-121.36,Placer County
24420,39.01,-122.17,Colusa County
24421,39.96,-121.06,Plumas County
24422,38.16,-121.43,San Joaquin County
24423,39.96,-122.22,Tehama County
24424,39.97,-122.22,Tehama County
24425,37.72,-119.66,Mariposa County
24426,39.74,-122.31,Glenn County
24427,39.21,-121.13,Nevada County
24428,41.65,-121.84,Siskiyou County
24429,41.65,-121.85,Siskiyou County
24430,41.64,-121.85,Siskiyou County
24431,37.7,-120.97,Stanislaus County
24432,38.81,-120.99,El Dorado County
24433,37.84,-121.05,San Joaquin County
24434,37.83,-121.37,Stanislaus County
24435,38.22,-122.12,Solano County
24436,38.75,-121.39,Placer County
24437,37.66,-121.03,Stanislaus County
24438,37.66,-121.02,Stanislaus County
24439,37.28,-121.09,Stanislaus County
24440,37.28,-121.1,Stanislaus County
24441,39.16,-121.57,Yuba County
24442,39.16,-121.56,Yuba County
24443,38.64,-122.45,Napa County
24444,38.93,-122.26,Yolo County
24445,38.92,-122.27,Washoe County
24446,38.92,-122.26,Washoe County
24447,38.9,-122.25,Yolo County
24448,38.91,-122.27,Mendocino County
24449,39.25,-121.82,Sutter County
24450,39.26,-121.83,Sutter County
24451,39.26,-121.82,Sutter County
24452,39.25,-121.83,Sutter County
24453,37.76,-121.64,Alameda County
24454,37.57,-120.98,Stanislaus County
24455,39.13,-121.55,Yuba County
24456,39.02,-121.82,Sutter County
24457,37.52,-120.41,Merced County
24458,37.51,-120.42,Merced County
24459,39.98,-121.05,Plumas County
24460,39.9,-122.02,Butte County
24461,37.53,-120.73,Stanislaus County
24462,38.99,-121.95,Colusa County
24463,40.15,-122.07,Tehama County
24464,40.12,-122.05,Tehama County
24465,40.14,-122.07,Tehama County
24466,38.37,-121.98,Solano County
24467,39.31,-122.0,Colusa County
24468,37.8,-120.93,San Joaquin County
24469,37.39,-120.46,Merced County
24470,37.39,-120.45,Merced County
24471,38.93,-121.83,Sutter County
24472,38.94,-121.84,Sutter County
24473,41.86,-122.73,Siskiyou County
24474,41.86,-122.72,Siskiyou County
24475,37.65,-121.55,San Joaquin County
24476,38.19,-120.67,Calaveras County
24477,39.72,-121.88,Butte County
24478,40.09,-123.07,Trinity County
24479,38.69,-121.73,Yolo County
24480,38.84,-121.35,Placer County
24481,38.44,-121.07,Sacramento County
24482,37.79,-118.96,Mono County
24483,39.99,-121.05,Plumas County
24484,38.71,-121.61,Sacramento County
24485,37.98,-121.78,Contra Costa County
24486,40.09,-123.08,Trinity County
24487,39.91,-122.43,Tehama County
24488,39.91,-122.42,Tehama County
24489,39.92,-122.43,Tehama County
24490,39.92,-122.42,Tehama County
24491,39.73,-121.88,Butte County
24492,40.87,-120.16,Lassen County
24493,40.87,-120.17,Lassen County
24494,40.86,-120.16,Lassen County
24495,37.89,-121.76,Contra Costa County
24496,37.9,-121.76,Contra Costa County
24497,40.86,-120.17,Lassen County
24498,39.14,-121.71,Klamath County
24499,41.49,-122.4,Siskiyou County
24500,38.01,-121.87,Contra Costa County
24501,38.01,-121.88,Contra Costa County
24502,39.65,-122.26,Glenn County
24503,38.87,-121.91,Yolo County
24504,39.53,-119.9,Washoe County
24505,39.67,-122.27,Curry County
24506,39.67,-122.26,Glenn County
24507,37.33,-121.7,Santa Clara County
24508,39.4,-118.76,Churchill County
24509,38.48,-121.05,Sacramento County
24510,38.47,-121.06,Sacramento County
24511,38.47,-121.05,Sacramento County
24512,38.47,-121.04,Sacramento County
24513,37.49,-121.26,Stanislaus County
24514,37.49,-121.27,Stanislaus County
24515,37.48,-121.27,Stanislaus County
24516,37.48,-121.26,Stanislaus County
24517,37.47,-121.26,Stanislaus County
24518,37.47,-121.25,Stanislaus County
24519,37.47,-121.24,Stanislaus County
24520,38.85,-120.76,El Dorado County
24521,37.88,-121.01,Stanislaus County
24522,39.65,-122.19,Glenn County
24523,38.98,-121.48,Sutter County
24524,37.97,-122.22,Contra Costa County
24525,39.73,-122.2,Glenn County
24526,39.4,-121.0,Nevada County
24527,38.45,-121.93,Solano County
24528,41.84,-121.31,Modoc County
24529,37.52,-120.4,Merced County
24530,37.53,-120.39,Merced County
24531,37.52,-120.39,Merced County
24532,37.73,-121.83,Alameda County
24533,38.72,-120.15,El Dorado County
24534,37.43,-121.11,Stanislaus County
24535,39.4,-119.24,Lyon County
24536,37.42,-121.11,Stanislaus County
24537,37.58,-121.05,Stanislaus County
24538,38.85,-121.97,Yolo County
24539,37.49,-121.08,Stanislaus County
24540,39.41,-121.99,Colusa County
24541,39.41,-122.0,Colusa County
24542,39.86,-120.44,Plumas County
24543,40.31,-120.44,Lassen County
24544,39.81,-123.26,Mendocino County
24545,37.88,-120.27,Tuolumne County
24546,38.15,-121.05,San Joaquin County
24547,38.09,-121.45,San Joaquin County
24548,37.28,-121.87,Santa Clara County
24549,37.28,-121.86,Santa Clara County
24550,37.29,-121.86,Santa Clara County
24551,38.09,-122.13,Solano County
24552,40.87,-122.73,Trinity County
24553,37.61,-120.51,Stanislaus County
24554,40.41,-122.75,Shasta County
24555,38.52,-121.47,Sacramento County
24556,40.61,-120.36,Lassen County
24557,40.6,-120.36,Lassen County
24558,40.61,-120.35,Lassen County
24559,37.61,-121.13,Stanislaus County
24560,37.97,-120.44,Tuolumne County
24561,37.97,-120.43,Tuolumne County
